CAMIS,INSPECTION DATE,DBA,BORO,STREET,ZIPCODE,CUISINE,SCORE,GRADE,INSPECTION_TYPE,n_violations,n_critical
50058350,2023-01-13,XIANG ZHI RESTAURANT,Brooklyn,7 AVENUE,11220.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50095962,2026-01-16,GREEN GARDEN VILLAGE,Manhattan,GRAND STREET,10013.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50097274,2025-09-15,YUMI DELICACIES,Brooklyn,FORT HAMILTON PARKWAY,11219.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50098546,2022-09-02,YUN NAN FLAVOUR GARDEN,Brooklyn,8 AVENUE,11220.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50098546,2024-08-26,YUN NAN FLAVOUR GARDEN,Brooklyn,8 AVENUE,11220.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50105565,2023-04-03,NO. 1 CHINESE FOOD,Brooklyn,DITMAS AVENUE,11218.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50117697,2024-11-25,SWEET WONTON HOUSE,Queens,NORTHERN BOULEVARD,11362.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50139330,2025-07-18,BURP BOWL,Manhattan,EAST   45 STREET,10017.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
50156592,2026-02-04,GREAT TASTE USA,Manhattan,CATHERINE STREET,10038.0,Chinese,2.0,C,Cycle Inspection / Reopening Inspection,1,0
40365942,2022-09-23,HOP KEE,Manhattan,MOTT STREET,10013.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50035603,2025-06-09,AUTHENTIC SZECHUAN,Brooklyn,5 AVENUE,11215.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50044289,2024-11-26,BO KY,Manhattan,BAYARD STREET,10013.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50084817,2024-11-27,456 NEW SHANGHAI RESTAURANT,Manhattan,MOTT STREET,10013.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50087294,2024-03-21,NEW IMPERIAL KITCHEN,Brooklyn,FULTON STREET,11238.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50095998,2024-08-30,HO HO GARDEN,Queens,LIBERTY AVENUE,11417.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50101935,2025-09-26,NEW DAI HING RESTAURANT,Queens,JAMAICA AVENUE,11432.0,Chinese,0.0,C,Pre-permit (Operational) / Reopening Inspection,0,0
50120994,2025-10-20,RUYI LANZHOU NOODLE & BUBBLE TEA,Queens,MAIN STREET,11355.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50132086,2025-07-18,WOODSIDE KITCHEN,Queens,WOODSIDE AVENUE,11373.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50142455,2026-02-26,CAFE 48,Queens,48 AVENUE,11364.0,Chinese,0.0,C,Cycle Inspection / Reopening Inspection,0,0
50161118,2025-05-01,RU YI CHINESE RESTAURANT,Brooklyn,NEW UTRECHT AVENUE,11214.0,Chinese,0.0,C,Pre-permit (Operational) / Reopening Inspection,0,0
50130469,2023-08-22,LITTLE SOUP DUMPLING,Queens,NORTHERN BOULEVARD,11362.0,Chinese,66.0,B,Pre-permit (Operational) / Re-inspection,10,4
50121060,2023-09-28,GOLDEN WONTON KING,Queens,NORTHERN BOULEVARD,11354.0,Chinese,40.0,B,Pre-permit (Operational) / Re-inspection,6,5
50065192,2023-10-11,XINYANG RESTAURANT,Queens,41 AVENUE,11355.0,Chinese,33.0,B,Cycle Inspection / Re-inspection,8,6
50142027,2024-04-01,DRAGON SEA,Bronx,EAST  180 STREET,10457.0,Chinese,31.0,B,Pre-permit (Operational) / Re-inspection,4,3
40365942,2024-05-08,HOP KEE,Manhattan,MOTT STREET,10013.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,4
40659101,2022-11-29,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,LEWIS AVENUE,,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,3
40720599,2024-03-27,PEKING DUCK HOUSE,Manhattan,MOTT STREET,10013.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,4
40720599,2026-04-14,PEKING DUCK HOUSE,Manhattan,MOTT STREET,10013.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,3
40762853,2023-08-15,GREAT N.Y. NOODLETOWN,Manhattan,BOWERY,10013.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,4
40990299,2025-10-08,ELEGANT CHINESE RESTAURANT,Queens,HILLSIDE AVENUE,11427.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,4
41399360,2023-01-03,RONG HANG RESTAURANT,Manhattan,ELDRIDGE STREET,10002.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,8,4
41505645,2024-11-27,GOOD CHINESE RESTAURANT,Brooklyn,KNICKERBOCKER AVENUE,11221.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,4
41535326,2022-09-27,GOLDEN Z RESTAURANT,Brooklyn,AVENUE U,11229.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,4
41569188,2024-04-18,EMPIRE CHINESE RESTAURANT ZHENG,Bronx,FEATHERBED LANE,10452.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,3
41639187,2025-08-05,NEW JIN BU RESTAURANT,Brooklyn,MOTHER GASTON BOULEVARD,11233.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,4
41707875,2024-12-19,NEW GOLDEN STAR RESTAURANT,Manhattan,BROADWAY,10033.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,8,5
41712453,2023-08-28,MERRYLAND BUFFET,Bronx,ELM PLACE,10458.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,3
50014375,2024-04-25,WING HING SEAFOOD RESTAURANT,Brooklyn,AVENUE U,11229.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50014650,2025-03-05,GOOD WOK RESTAURANT,Staten Island,TOMPKINS AVENUE,10305.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,4
50015406,2023-01-31,HOT KITCHEN SICHUAN STYLE,Queens,ROOSEVELT AVENUE,11354.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50015406,2025-08-11,HOT KITCHEN SICHUAN STYLE,Queens,ROOSEVELT AVENUE,11354.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,3
50033659,2024-10-09,NEW GREAT TAYSTEE GARDENS,Queens,LEFFERTS BOULEVARD,11415.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,3
50034342,2024-03-05,CHINA DOLL,Brooklyn,LINDEN BOULEVARD,11208.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,3,3
50038000,2022-06-23,HOP WON EXPRESS,Manhattan,EAST   45 STREET,10017.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,4
50039681,2023-03-22,YUAN BAO 50,Brooklyn,8 AVENUE,11220.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50042074,2026-02-11,CHIENG GARDEN KITCHEN,Staten Island,BROAD STREET,10304.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50046199,2024-05-07,FOUR COCONUTS,Queens,39 AVENUE,11354.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,3,3
50047924,2025-08-25,XIN HI CHINESE BUFFETT,Bronx,BARTOW AVENUE,10475.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50051535,2023-01-30,PABELLON,Bronx,WESTCHESTER AVENUE,10472.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,4
50056087,2023-05-01,THE HUNAN COTTAGE,Brooklyn,AVENUE X,11223.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,4
50056824,2024-08-29,HUNDRED TASTE,Queens,MAIN STREET,11355.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,4
50058195,2025-07-08,LIAN JIANG,Manhattan,DIVISION STREET,10002.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,7,4
50059930,2025-02-06,HONG KONG RESTAURANT,Queens,HILLSIDE AVENUE,11423.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,7,2
50073223,2024-08-20,GREEN GARDEN,Queens,154 STREET,11357.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50077896,2025-04-29,JKJ 41,Queens,41 AVENUE,11355.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,3
50083194,2024-11-22,MISSION CHINESE FOOD / BASEMENT,Manhattan,MOTT STREET,10013.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50083864,2024-08-22,DIM SUM PALACE,Manhattan,2 AVENUE,10003.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,3
50084567,2026-04-13,GRAND SICHUAN EASTERN,Manhattan,8 AVENUE,10011.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,6,4
50085106,2025-10-06,GOLDEN CHINA,Brooklyn,SUTTER AVENUE,11208.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,3
50085500,2024-09-23,NEW YUMMY BAKERY,Brooklyn,8 AVENUE,11220.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,4
50087363,2024-03-28,CHOP CHOP KITCHEN,Queens,ROCKAWAY BOULEVARD,11420.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50092153,2024-11-12,XING WONG BBQ,Manhattan,EAST BROADWAY,10002.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,5,2
50093309,2024-08-19,EMPIRE SZECHUAN GARDEN,Staten Island,FOREST AVENUE,10302.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
50098565,2025-04-22,TARIM UYGHUR CUISINE,Queens,ROOSEVELT AVENUE,11354.0,Chinese,27.0,B,Cycle Inspection / Re-inspection,4,3
